TERMINACION,FECHA,CAMPO,TIPO DE REGISTRO,CERRADO(YAC),CERRADO(POZO),FLUYENDO(YAC),FLUYENDO(POZO)
SITIO GRANDE 92,15/07/1991,SITIO GRANDE,CERRADO,296.28,296.6595,,
SITIO GRANDE 92,09/10/1991,SITIO GRANDE,CERRADO,297.68,297.955,,
SITIO GRANDE 92,05/11/1991,SITIO GRANDE,CERRADO,296.68,296.922,,
SITIO GRANDE 92,13/01/1992,SITIO GRANDE,CERRADO,300.18,300.3505,,
SITIO GRANDE 92,02/04/1992,SITIO GRANDE,CERRADO,294.88,295.4685,,
SITIO GRANDE 92,14/06/1992,SITIO GRANDE,CERRADO,295.98,295.9415,,
SITIO GRANDE 92,05/09/1992,SITIO GRANDE,CERRADO,299.68,300.1805,,
SITIO GRANDE 92,18/12/1992,SITIO GRANDE,CERRADO,300.18,300.697,,
SITIO GRANDE 92,26/03/1993,SITIO GRANDE,CERRADO,308.84,309.819,,
SITIO GRANDE 92,20/05/1993,SITIO GRANDE,CERRADO,309.69,313.2,,
SITIO GRANDE 92,12/07/1993,SITIO GRANDE,CERRADO,306.63,310.5375,,
SITIO GRANDE 92,22/10/1993,SITIO GRANDE,CERRADO,306.23,310.355,,
SITIO GRANDE 92,12/02/1994,SITIO GRANDE,CERRADO,302.02,305.545,,
SITIO GRANDE 92,15/04/1994,SITIO GRANDE,CERRADO,301.24,306.28,,
SITIO GRANDE 92,06/05/1994,SITIO GRANDE,CERRADO,302.29,305.575,,
SITIO GRANDE 92,18/06/1994,SITIO GRANDE,CERRADO,308.24,312.1475,,
SITIO GRANDE 92,20/10/1994,SITIO GRANDE,CERRADO,302.71,308.401,,
SITIO GRANDE 92,15/11/1994,SITIO GRANDE,CERRADO,302.99,308.6075,,
SITIO GRANDE 92,18/04/1995,SITIO GRANDE,CERRADO,304.34,309.8525,,
SITIO GRANDE 92,15/05/1995,SITIO GRANDE,CERRADO,305.21,311.867,,
SITIO GRANDE 92,15/06/1995,SITIO GRANDE,CERRADO,303.34,307.39,,
SITIO GRANDE 92,05/09/1995,SITIO GRANDE,CERRADO,306.76,310.39,,
SITIO GRANDE 92,18/01/1996,SITIO GRANDE,CERRADO,307.17,312.4095,,
SITIO GRANDE 92,14/02/1996,SITIO GRANDE,CERRADO,311.72,316.9595,,
SITIO GRANDE 92,04/05/1996,SITIO GRANDE,CERRADO,307.4,312.629,,
SITIO GRANDE 92,05/11/1996,SITIO GRANDE,CERRADO,305.65,308.95,,
SITIO GRANDE 92,12/05/1997,SITIO GRANDE,CERRADO,304.72,308.1325,,
SITIO GRANDE 92,08/08/1997,SITIO GRANDE,CERRADO,306.93,310.2525,,
SITIO GRANDE 92,07/11/1997,SITIO GRANDE,CERRADO,303.08,303.08,,
SITIO GRANDE 92,17/12/1997,SITIO GRANDE,CERRADO,307.19,309.9135,,
SITIO GRANDE 92,20/04/1998,SITIO GRANDE,CERRADO,305.33,309.0725,,
SITIO GRANDE 92,07/05/1998,SITIO GRANDE,CERRADO,304.76,309.39,,
SITIO GRANDE 92,12/08/1998,SITIO GRANDE,CERRADO,303.98,307.235,,
SITIO GRANDE 92,05/11/1998,SITIO GRANDE,CERRADO,302.36,305.376,,
SITIO GRANDE 92,01/02/1999,SITIO GRANDE,CERRADO,301.8,304.6405,,
SITIO GRANDE 92,19/10/1999,SITIO GRANDE,CERRADO,306.26,309.62,,
SITIO GRANDE 92,04/02/2000,SITIO GRANDE,CERRADO,299.5,302.695,,
SITIO GRANDE 92,07/06/2000,SITIO GRANDE,CERRADO,305.89,309.28,,
SITIO GRANDE 92,06/02/2001,SITIO GRANDE,CERRADO,310.072,312.2291,,
SITIO GRANDE 92,16/02/2006,SITIO GRANDE,CERRADO,332.912,334.5326,,
SITIO GRANDE 92,17/08/2006,SITIO GRANDE,CERRADO,333.54,335.34,,
SITIO GRANDE 92,02/05/2008,SITIO GRANDE,CERRADO,330.15,331.906,,
SITIO GRANDE 92,26/06/2012,SITIO GRANDE,CERRADO,336.932,338.532,,
SITIO GRANDE 92,11/11/2012,SITIO GRANDE,CERRADO,336.77,338.442,,
SITIO GRANDE 92,02/10/2016,SITIO GRANDE,CERRADO,334.70152,336.57766,,
SITIO GRANDE 93,13/09/1974,SITIO GRANDE,FLUYENTE,,,462.68,317.645
SITIO GRANDE 93,23/11/1974,SITIO GRANDE,FLUYENTE,,,479.58,333.3437
SITIO GRANDE 93,16/12/1974,SITIO GRANDE,FLUYENTE,,,475.88,330.3469
SITIO GRANDE 93,17/12/1974,SITIO GRANDE,CERRADO,494.68,346.715,,
SITIO GRANDE 93,14/04/1975,SITIO GRANDE,FLUYENTE,,,453.98,308.0074
SITIO GRANDE 93,15/04/1975,SITIO GRANDE,CERRADO,474.98,325.55,,
SITIO GRANDE 93,06/08/1975,SITIO GRANDE,FLUYENTE,,,447.18,300.9437
SITIO GRANDE 93,07/08/1975,SITIO GRANDE,CERRADO,470.18,320.3105,,
SITIO GRANDE 93,11/08/1975,SITIO GRANDE,FLUYENTE,,,447.58,301.9004
SITIO GRANDE 93,16/08/1975,SITIO GRANDE,FLUYENTE,,,446.28,300.1316
SITIO GRANDE 93,27/11/1975,SITIO GRANDE,FLUYENTE,,,450.58,304.1386
SITIO GRANDE 93,28/11/1975,SITIO GRANDE,CERRADO,466.88,321.552,,
SITIO GRANDE 93,07/04/1976,SITIO GRANDE,FLUYENTE,,,444.88,298.38
SITIO GRANDE 93,08/04/1976,SITIO GRANDE,CERRADO,462.38,315.88,,
SITIO GRANDE 93,18/08/1976,SITIO GRANDE,FLUYENTE,,,447.58,301.2265
SITIO GRANDE 93,19/08/1976,SITIO GRANDE,CERRADO,463.88,318.7278,,
SITIO GRANDE 93,15/12/1976,SITIO GRANDE,FLUYENTE,,,356.22,300.3096
SITIO GRANDE 93,16/12/1976,SITIO GRANDE,CERRADO,322.82,316.8416,,
SITIO GRANDE 93,22/07/1977,SITIO GRANDE,FLUYENTE,,,359.52,303.3744
SITIO GRANDE 93,28/02/1978,SITIO GRANDE,FLUYENTE,,,353.02,297.0872
SITIO GRANDE 93,01/03/1978,SITIO GRANDE,CERRADO,320.22,314.256,,
SITIO GRANDE 93,25/01/1979,SITIO GRANDE,FLUYENTE,,,335.72,280.448
SITIO GRANDE 93,26/01/1979,SITIO GRANDE,CERRADO,311.02,305.068,,
SITIO GRANDE 93,04/04/1980,SITIO GRANDE,CERRADO,194.62,188.74,,
SITIO GRANDE 93,28/05/1980,SITIO GRANDE,CERRADO,315.32,309.92,,
SITIO GRANDE 93,04/06/1980,SITIO GRANDE,CERRADO,319.82,314.396,,
SITIO GRANDE 93,12/08/1980,SITIO GRANDE,CERRADO,318.62,313.22,,
SITIO GRANDE 93,13/09/1980,SITIO GRANDE,CERRADO,318.02,312.608,,
SITIO GRANDE 93,05/11/1980,SITIO GRANDE,CERRADO,315.32,309.788,,
SITIO GRANDE 93,03/12/1980,SITIO GRANDE,CERRADO,312.72,307.272,,
SITIO GRANDE 93,11/12/1980,SITIO GRANDE,CERRADO,307.2,307.2,,
SITIO GRANDE 93,03/09/1980,SITIO GRANDE,CERRADO,311.3,311.3,,
SITIO GRANDE 93,03/12/1980,SITIO GRANDE,CERRADO,474,337.8,,
SITIO GRANDE 93,04/01/1981,SITIO GRANDE,CERRADO,309.5,309.5,,
SITIO GRANDE 93,10/01/1981,SITIO GRANDE,CERRADO,305.3,305.3,,
SITIO GRANDE 93,19/05/1981,SITIO GRANDE,CERRADO,315.2,315.2,,
SITIO GRANDE 93,16/06/1981,SITIO GRANDE,CERRADO,308.3,308.3,,
SITIO GRANDE 93,03/09/1981,SITIO GRANDE,CERRADO,309,309,,
SITIO GRANDE 93,17/10/1981,SITIO GRANDE,CERRADO,292.16,313.4076,,
SITIO GRANDE 93,04/03/1982,SITIO GRANDE,CERRADO,307.6,307.6,,
SITIO GRANDE 93,07/02/1983,SITIO GRANDE,CERRADO,311.6,311.6,,
SITIO GRANDE 93,02/09/1983,SITIO GRANDE,CERRADO,304.7,304.7,,
SITIO GRANDE 93,30/05/1983,SITIO GRANDE,CERRADO,313.8,313.8,,
SITIO GRANDE 93,14/12/1983,SITIO GRANDE,CERRADO,316.1,316.1,,
SITIO GRANDE 93,18/03/1984,SITIO GRANDE,CERRADO,309.5,309.5,,
SITIO GRANDE 93,02/05/1984,SITIO GRANDE,CERRADO,308.3,308.3,,
SITIO GRANDE 93,07/08/1984,SITIO GRANDE,CERRADO,294.18,301.881,,
SITIO GRANDE 93,10/11/1984,SITIO GRANDE,CERRADO,292.48,300.215,,
SITIO GRANDE 93,18/01/1985,SITIO GRANDE,CERRADO,289.18,296.932,,
SITIO GRANDE 93,13/03/1985,SITIO GRANDE,CERRADO,287.08,294.985,,
SITIO GRANDE 93,26/06/1985,SITIO GRANDE,CERRADO,283.28,291.2122,,
SITIO GRANDE 93,27/07/1985,SITIO GRANDE,CERRADO,283.38,289.0008,,
SITIO GRANDE 93,27/09/1985,SITIO GRANDE,CERRADO,282.98,288.6008,,
SITIO GRANDE 93,20/11/1986,SITIO GRANDE,CERRADO,284.08,289.6576,,
SITIO GRANDE 93,01/01/1987,SITIO GRANDE,CERRADO,288.48,294.0468,,
SITIO GRANDE 93,30/03/1987,SITIO GRANDE,CERRADO,288.28,293.8468,,
SITIO GRANDE 93,14/12/1987,SITIO GRANDE,CERRADO,290.98,296.5036,,
SITIO GRANDE 93,04/01/1988,SITIO GRANDE,CERRADO,290.58,296.1252,,
SITIO GRANDE 93,19/03/1988,SITIO GRANDE,CERRADO,286.28,291.872,,
SITIO GRANDE 93,24/05/1988,SITIO GRANDE,CERRADO,287.38,292.924,,
SITIO GRANDE 93,24/07/1988,SITIO GRANDE,CERRADO,288.28,293.896,,
SITIO GRANDE 93,26/11/1988,SITIO GRANDE,CERRADO,291.38,296.8616,,
SITIO GRANDE 93,16/02/1989,SITIO GRANDE,CERRADO,301.08,306.5988,,
SITIO GRANDE 93,21/05/1989,SITIO GRANDE,CERRADO,293.98,299.5048,,
SITIO GRANDE 93,14/08/1989,SITIO GRANDE,CERRADO,298.08,303.63,,
SITIO GRANDE 93,06/12/1989,SITIO GRANDE,CERRADO,298.98,304.4784,,
SITIO GRANDE 93,21/02/1990,SITIO GRANDE,CERRADO,298.38,303.9048,,
SITIO GRANDE 93,07/05/1990,SITIO GRANDE,CERRADO,301.58,307.076,,
SITIO GRANDE 93,19/12/1990,SITIO GRANDE,CERRADO,307.18,312.7,,
SITIO GRANDE 93,12/01/1991,SITIO GRANDE,CERRADO,305.58,311.1564,,
SITIO GRANDE 93,12/04/1991,SITIO GRANDE,CERRADO,316.5,316.5,,
SITIO GRANDE 93,08/07/1991,SITIO GRANDE,CERRADO,313.7,313.7,,
SITIO GRANDE 93,09/10/1991,SITIO GRANDE,CERRADO,314.8,314.8,,
SITIO GRANDE 93,10/02/1994,SITIO GRANDE,CERRADO,317.6,317.6,,
SITIO GRANDE 93,07/03/1994,SITIO GRANDE,CERRADO,323.29,323.29,,
SITIO GRANDE 93,12/05/1994,SITIO GRANDE,CERRADO,323.44,323.44,,
SITIO GRANDE 93,22/10/1994,SITIO GRANDE,CERRADO,319.32,319.32,,
SITIO GRANDE 93,16/12/1994,SITIO GRANDE,CERRADO,319.34,319.34,,
SITIO GRANDE 93,28/01/1995,SITIO GRANDE,CERRADO,320.39,320.39,,
SITIO GRANDE 93,04/03/1995,SITIO GRANDE,CERRADO,325.79,325.79,,
SITIO GRANDE 93,02/05/1995,SITIO GRANDE,CERRADO,322.96,322.96,,
SITIO GRANDE 93,06/07/1995,SITIO GRANDE,CERRADO,319.35,319.35,,
SITIO GRANDE 93,16/10/1995,SITIO GRANDE,CERRADO,322.35,322.35,,
SITIO GRANDE 94,15/12/1974,SITIO GRANDE,CERRADO,345.72,346.525,,
SITIO GRANDE 94,19/04/1975,SITIO GRANDE,CERRADO,332.24,333.045,,
SITIO GRANDE 94,24/04/1975,SITIO GRANDE,CERRADO,329.66,329.6375,,
SITIO GRANDE 94,01/07/1975,SITIO GRANDE,CERRADO,327.36,327.3125,,
SITIO GRANDE 94,08/12/1975,SITIO GRANDE,CERRADO,384.856,384.0625,,
SITIO GRANDE 94,03/04/1976,SITIO GRANDE,CERRADO,335.332,336.146,,
SITIO GRANDE 94,29/08/1976,SITIO GRANDE,CERRADO,343.232,344.2,,
SITIO GRANDE 94,10/12/1976,SITIO GRANDE,CERRADO,339.032,340.11,,
SITIO GRANDE 94,31/10/1983,SITIO GRANDE,CERRADO,337.42,346.135,,
SITIO GRANDE 94,19/03/1984,SITIO GRANDE,CERRADO,335.24,355.295,,
SITIO GRANDE 94,03/05/1984,SITIO GRANDE,CERRADO,348.62,357.75,,
SITIO GRANDE 94,09/11/1984,SITIO GRANDE,CERRADO,337.576,346.75,,
SITIO GRANDE 94,23/01/1989,SITIO GRANDE,CERRADO,341.8,341.375,,
SITIO GRANDE 94,15/03/1985,SITIO GRANDE,CERRADO,340.56,340.475,,
SITIO GRANDE 94,15/05/1985,SITIO GRANDE,CERRADO,333.86,333.8,,
SITIO GRANDE 94,15/07/1985,SITIO GRANDE,CERRADO,337.76,337.6625,,
SITIO GRANDE 94,28/07/1985,SITIO GRANDE,CERRADO,340.32,340.62825,,
SITIO GRANDE 94,26/08/1985,SITIO GRANDE,CERRADO,337.2,336.7575,,
SITIO GRANDE 94,20/09/1985,SITIO GRANDE,CERRADO,337.2,336.8,,
SITIO GRANDE 94,19/11/1985,SITIO GRANDE,CERRADO,322.86,342.8185,,
SITIO GRANDE 94,26/01/1986,SITIO GRANDE,CERRADO,340.4,340.06625,,
SITIO GRANDE 94,29/03/1986,SITIO GRANDE,CERRADO,335.14,335.234,,
SITIO GRANDE 94,22/11/1986,SITIO GRANDE,CERRADO,322.06,340.81025,,
SITIO GRANDE 94,19/01/1987,SITIO GRANDE,CERRADO,319.96,337.54675,,
SITIO GRANDE 94,30/03/1987,SITIO GRANDE,CERRADO,307.596,332.508,,
SITIO GRANDE 94,27/05/1987,SITIO GRANDE,CERRADO,317.34,335.294,,
SITIO GRANDE 94,13/07/1987,SITIO GRANDE,CERRADO,317.14,336.19225,,
SITIO GRANDE 94,16/09/1987,SITIO GRANDE,CERRADO,319.64,339.7905,,
SITIO GRANDE 94,26/05/1988,SITIO GRANDE,CERRADO,312.34,331.44,,
SITIO GRANDE 94,18/11/1988,SITIO GRANDE,CERRADO,323.64,344.3635,,
SITIO GRANDE 94,17/02/1989,SITIO GRANDE,CERRADO,332.14,355.824,,
SITIO GRANDE 94,20/05/1989,SITIO GRANDE,CERRADO,324.64,344.36075,,
SITIO GRANDE 94,24/01/1991,SITIO GRANDE,CERRADO,329.84,350.85,,
SITIO GRANDE 94,13/04/1991,SITIO GRANDE,CERRADO,331.54,353.74375,,
SITIO GRANDE 94,12/07/1991,SITIO GRANDE,CERRADO,333.24,357.92675,,
SITIO GRANDE 94,19/10/1991,SITIO GRANDE,CERRADO,328.94,348.46975,,
SITIO GRANDE 94,15/11/1991,SITIO GRANDE,CERRADO,331.84,352.13375,,
SITIO GRANDE 94,05/04/1992,SITIO GRANDE,CERRADO,332.44,353.68875,,
SITIO GRANDE 94,15/06/1992,SITIO GRANDE,CERRADO,333.34,353.586,,
SITIO GRANDE 94,22/07/1992,SITIO GRANDE,CERRADO,335.54,313.6705,,
SITIO GRANDE 94,12/12/1992,SITIO GRANDE,CERRADO,333.74,357.08975,,
SITIO GRANDE 94,01/05/1993,SITIO GRANDE,CERRADO,335.14,356.0545,,
SITIO GRANDE 94,22/02/1994,SITIO GRANDE,CERRADO,366.18,397.7905,,
SITIO GRANDE 94,24/05/1994,SITIO GRANDE,CERRADO,345.93,369.537,,
SITIO GRANDE 94,09/11/1994,SITIO GRANDE,CERRADO,344.92,365.2095,,
SITIO GRANDE 94,18/05/1995,SITIO GRANDE,CERRADO,340.52,361.41725,,
SITIO GRANDE 94,14/07/1995,SITIO GRANDE,CERRADO,340.81,362.7825,,
SITIO GRANDE 94,29/02/1996,SITIO GRANDE,CERRADO,344.79,371.6245,,
SITIO GRANDE 94,15/05/1996,SITIO GRANDE,CERRADO,348.99,369.852,,
SITIO GRANDE 94,27/08/1996,SITIO GRANDE,CERRADO,344.36,371.9015,,
SITIO GRANDE 94,09/11/1996,SITIO GRANDE,CERRADO,342.45,363.02,,
SITIO GRANDE 94,16/12/1996,SITIO GRANDE,CERRADO,340.42,359.38375,,
SITIO GRANDE 94,06/02/1997,SITIO GRANDE,CERRADO,351.75,374.22375,,
SITIO GRANDE 94,11/05/1997,SITIO GRANDE,CERRADO,339.48,361.636,,
SITIO GRANDE 94,07/08/1997,SITIO GRANDE,CERRADO,340.35,358.304,,
SITIO GRANDE 94,15/10/1997,SITIO GRANDE,CERRADO,353.1,369.8,,
SITIO GRANDE 94,12/01/1998,SITIO GRANDE,CERRADO,379.4,400.48425,,
SITIO GRANDE 94,03/03/1998,SITIO GRANDE,CERRADO,395.01,417.45,,
SITIO GRANDE 94,15/05/1998,SITIO GRANDE,CERRADO,405.41,427.52275,,
SITIO GRANDE 94,19/05/1998,SITIO GRANDE,CERRADO,400.87,420.73875,,
SITIO GRANDE 94,18/08/1998,SITIO GRANDE,CERRADO,425.152,447.59585,,
SITIO GRANDE 94,17/11/1998,SITIO GRANDE,CERRADO,428.826,451.2699,,
SITIO GRANDE 94,02/02/1999,SITIO GRANDE,CERRADO,437.146,458.40615,,
SITIO GRANDE 94,04/02/2000,SITIO GRANDE,CERRADO,430.03,455.09875,,
SITIO GRANDE 94,07/06/2000,SITIO GRANDE,CERRADO,427.18,449.76575,,
SITIO GRANDE 94,03/10/2001,SITIO GRANDE,CERRADO,448.71,473.768,,
SITIO GRANDE 94,11/02/2002,SITIO GRANDE,CERRADO,406.61,423.5135,,
SITIO GRANDE 94,11/06/2002,SITIO GRANDE,CERRADO,432.1,453.9695,,
SITIO GRANDE 94,03/10/2002,SITIO GRANDE,CERRADO,438.3,463.703,,
SITIO GRANDE 94,14/02/2003,SITIO GRANDE,CERRADO,439.78,462.3135,,
SITIO GRANDE 94,11/06/2003,SITIO GRANDE,CERRADO,432.15,452.4915,,
SITIO GRANDE 94,04/10/2003,SITIO GRANDE,CERRADO,418.13,443.724,,
SITIO GRANDE 94,21/01/2004,SITIO GRANDE,CERRADO,440.11,464.2075,,
SITIO GRANDE 94,28/05/2005,SITIO GRANDE,CERRADO,409.77,429.39525,,
SITIO GRANDE 100,25/11/1974,SITIO GRANDE,FLUYENTE,,,349.6,353.2725
SITIO GRANDE 100,22/12/1974,SITIO GRANDE,FLUYENTE,,,345.1,348.4475
SITIO GRANDE 100,22/12/1974,SITIO GRANDE,CERRADO,349.1,348.775,,
SITIO GRANDE 100,12/04/1975,SITIO GRANDE,FLUYENTE,,,328.2,330.4425
SITIO GRANDE 100,12/04/1975,SITIO GRANDE,CERRADO,330.7,332.325,,
SITIO GRANDE 100,07/08/1975,SITIO GRANDE,FLUYENTE,,,326.1,327.855
SITIO GRANDE 100,08/08/1975,SITIO GRANDE,CERRADO,327,325.5375,,
SITIO GRANDE 100,12/08/1975,SITIO GRANDE,FLUYENTE,,,325.944,327.6936
SITIO GRANDE 100,17/08/1975,SITIO GRANDE,FLUYENTE,,,325,326.56
SITIO GRANDE 100,22/08/1975,SITIO GRANDE,FLUYENTE,,,325,326.56
SITIO GRANDE 100,19/11/1975,SITIO GRANDE,FLUYENTE,,,325.1,326.725
SITIO GRANDE 100,28/11/1975,SITIO GRANDE,FLUYENTE,,,320.2,320.395
SITIO GRANDE 100,28/11/1975,SITIO GRANDE,CERRADO,322,325.25,,
SITIO GRANDE 100,07/04/1976,SITIO GRANDE,FLUYENTE,,,318.4,321.325
SITIO GRANDE 100,07/04/1976,SITIO GRANDE,CERRADO,319.5,320.475,,
SITIO GRANDE 100,17/04/1976,SITIO GRANDE,CERRADO,,,,
SITIO GRANDE 100,17/08/1976,SITIO GRANDE,FLUYENTE,,,322.1,323.855
SITIO GRANDE 100,17/08/1976,SITIO GRANDE,CERRADO,325.256,325.262,,
SITIO GRANDE 100,13/12/1976,SITIO GRANDE,FLUYENTE,,,320.056,320.6115
SITIO GRANDE 100,14/12/1976,SITIO GRANDE,CERRADO,324.456,324.457,,
SITIO GRANDE 100,11/11/1977,SITIO GRANDE,FLUYENTE,,,314.456,315.2438
SITIO GRANDE 100,13/11/1977,SITIO GRANDE,CERRADO,316.456,316.464,,
SITIO GRANDE 100,08/12/1977,SITIO GRANDE,SIN REGISTRO,,,,
SITIO GRANDE 100,27/12/1977,SITIO GRANDE,FLUYENTE,,,309.176,309.08055
SITIO GRANDE 100,16/02/1978,SITIO GRANDE,FLUYENTE,,,301.676,301.48925
SITIO GRANDE 100,16/02/1978,SITIO GRANDE,CERRADO,315.24,311.818,,
SITIO GRANDE 100,26/04/1978,SITIO GRANDE,FLUYENTE,,,296.076,295.8602
SITIO GRANDE 100,26/12/1978,SITIO GRANDE,FLUYENTE,,,273.82,274.09025
SITIO GRANDE 100,26/12/1978,SITIO GRANDE,CERRADO,282.92,283.0925,,
SITIO GRANDE 100,07/10/1980,SITIO GRANDE,FLUYENTE,,,264.628,264.4873
SITIO GRANDE 100,07/10/1980,SITIO GRANDE,CERRADO,297.828,298.3305,,
SITIO GRANDE 100,24/09/1982,SITIO GRANDE,FLUYENTE,,,283.128,283.9722
SITIO GRANDE 100,20/10/1982,SITIO GRANDE,FLUYENTE,,,288.728,290.1149
SITIO GRANDE 100,13/09/1983,SITIO GRANDE,FLUYENTE,,,288.428,289.9154
SITIO GRANDE 100,16/03/1984,SITIO GRANDE,FLUYENTE,,,291.56,292.775
SITIO GRANDE 100,26/04/1984,SITIO GRANDE,FLUYENTE,,,292.528,292.5385
SITIO GRANDE 100,18/09/1985,SITIO GRANDE,CERRADO,282.028,282.0395,,
SITIO GRANDE 100,27/01/1986,SITIO GRANDE,CERRADO,280.628,280.6404,,
SITIO GRANDE 100,28/03/1986,SITIO GRANDE,CERRADO,280.328,280.34455,,
SITIO GRANDE 100,22/05/1986,SITIO GRANDE,CERRADO,278.828,278.8442,,
SITIO GRANDE 100,13/07/1986,SITIO GRANDE,CERRADO,278.128,278.14275,,
SITIO GRANDE 100,17/09/1986,SITIO GRANDE,CERRADO,279.228,279.24825,,
SITIO GRANDE 100,22/11/1986,SITIO GRANDE,CERRADO,282.228,282.25265,,
SITIO GRANDE 100,20/01/1987,SITIO GRANDE,CERRADO,281.628,281.6498,,
SITIO GRANDE 100,30/03/1987,SITIO GRANDE,CERRADO,284.928,284.95395,,
SITIO GRANDE 100,28/05/1987,SITIO GRANDE,CERRADO,281.228,281.24845,,
SITIO GRANDE 100,15/07/1987,SITIO GRANDE,CERRADO,276.428,276.44845,,
SITIO GRANDE 100,16/09/1987,SITIO GRANDE,CERRADO,283.58,290.012,,
SITIO GRANDE 100,12/11/1987,SITIO GRANDE,CERRADO,284.428,284.45125,,
SITIO GRANDE 100,03/01/1988,SITIO GRANDE,CERRADO,285.328,285.35015,,
SITIO GRANDE 100,28/03/1988,SITIO GRANDE,CERRADO,285.128,285.1515,,
SITIO GRANDE 100,26/05/1988,SITIO GRANDE,CERRADO,272.728,272.7485,,
SITIO GRANDE 100,22/07/1988,SITIO GRANDE,CERRADO,281.52,281.664,,
SITIO GRANDE 100,14/02/1989,SITIO GRANDE,CERRADO,308.028,308.006,,
SITIO GRANDE 100,20/05/1989,SITIO GRANDE,CERRADO,295.028,295.05215,,
SITIO GRANDE 100,19/05/1990,SITIO GRANDE,CERRADO,301.328,301.3476,,
SITIO GRANDE 100,18/12/1990,SITIO GRANDE,CERRADO,307.128,307.14885,,
SITIO GRANDE 100,14/01/1991,SITIO GRANDE,CERRADO,307.028,307.05325,,
SITIO GRANDE 100,15/04/1991,SITIO GRANDE,CERRADO,307.828,307.8423,,
SITIO GRANDE 100,22/07/1991,SITIO GRANDE,CERRADO,298.928,298.95125,,
SITIO GRANDE 100,12/10/1991,SITIO GRANDE,CERRADO,307.428,307.44385,,
SITIO GRANDE 100,07/11/1991,SITIO GRANDE,CERRADO,308.22,308.493,,
SITIO GRANDE 100,20/12/1991,SITIO GRANDE,CERRADO,303.528,303.54095,,
SITIO GRANDE 100,16/01/1992,SITIO GRANDE,CERRADO,311.028,311.04925,,
SITIO GRANDE 100,01/04/1992,SITIO GRANDE,SIN REGISTRO,,,,
SITIO GRANDE 100,06/04/1992,SITIO GRANDE,CERRADO,311.728,311.74735,,
SITIO GRANDE 100,12/06/1992,SITIO GRANDE,CERRADO,309.328,309.3496,,
SITIO GRANDE 100,16/07/1992,SITIO GRANDE,CERRADO,313.128,313.1469,,
SITIO GRANDE 100,13/07/1993,SITIO GRANDE,CERRADO,316.298,316.3193,,
SITIO GRANDE 100,08/05/1993,SITIO GRANDE,CERRADO,318.238,318.25995,,
SITIO GRANDE 100,22/10/1993,SITIO GRANDE,CERRADO,315.628,315.65105,,
SITIO GRANDE 100,10/02/1994,SITIO GRANDE,CERRADO,315.128,315.159,,
SITIO GRANDE 100,13/05/1994,SITIO GRANDE,CERRADO,315.698,315.7209,,
SITIO GRANDE 100,16/06/1994,SITIO GRANDE,CERRADO,312.308,312.32875,,
SITIO GRANDE 100,15/11/1994,SITIO GRANDE,CERRADO,313.098,313.11935,,
SITIO GRANDE 100,15/05/1995,SITIO GRANDE,CERRADO,313.878,313.90965,,
SITIO GRANDE 100,04/12/1995,SITIO GRANDE,CERRADO,317.528,317.5506,,
SITIO GRANDE 100,15/02/1996,SITIO GRANDE,CERRADO,320.008,320.03325,,
SITIO GRANDE 100,27/07/1996,SITIO GRANDE,CERRADO,314.928,314.95305,,
SITIO GRANDE 100,06/11/1996,SITIO GRANDE,CERRADO,318.978,319.0018,,
SITIO GRANDE 100,06/02/1997,SITIO GRANDE,CERRADO,319.118,319.14235,,
SITIO GRANDE 100,09/05/1997,SITIO GRANDE,CERRADO,317.648,317.67345,,
SITIO GRANDE 100,28/07/2004,SITIO GRANDE,CERRADO,337.948,337.9692,,
SITIO GRANDE 100,20/06/2006,SITIO GRANDE,CERRADO,347.56,344.21775,,
SITIO GRANDE 100,31/03/2011,SITIO GRANDE,CERRADO,351.12,351.22475,,
SITIO GRANDE 101,25/03/1973,SITIO GRANDE,CERRADO,449.092,449.4,,
SITIO GRANDE 101,29/03/1973,SITIO GRANDE,FLUYENTE,,,404.592,404.5095
SITIO GRANDE 101,27/10/1973,SITIO GRANDE,FLUYENTE,,,386.912,393.023
SITIO GRANDE 101,12/02/1974,SITIO GRANDE,FLUYENTE,,,369.412,374.3687
SITIO GRANDE 101,14/06/1974,SITIO GRANDE,FLUYENTE,,,334.312,337.3675
SITIO GRANDE 101,06/05/1974,SITIO GRANDE,FLUYENTE,,,346.912,349.39035
SITIO GRANDE 101,28/03/1974,SITIO GRANDE,FLUYENTE,,,364.112,368.96685
SITIO GRANDE 101,28/03/1974,SITIO GRANDE,CERRADO,422.812,425.1885,,
SITIO GRANDE 101,01/01/1975,SITIO GRANDE,CERRADO,351.262,351.6015,,
SITIO GRANDE 101,01/01/1975,SITIO GRANDE,FLUYENTE,,,310.512,312.2095
SITIO GRANDE 101,10/04/1975,SITIO GRANDE,CERRADO,335.412,338.128,,
SITIO GRANDE 101,10/04/1975,SITIO GRANDE,FLUYENTE,,,306.212,307.7737
SITIO GRANDE 101,07/08/1975,SITIO GRANDE,CERRADO,326.912,325.6219,,
SITIO GRANDE 101,03/07/1975,SITIO GRANDE,FLUYENTE,,,326.812,332.923
SITIO GRANDE 101,06/08/1975,SITIO GRANDE,FLUYENTE,,,299.712,301.4774
SITIO GRANDE 101,14/08/1975,SITIO GRANDE,FLUYENTE,,,302.312,304.2811
SITIO GRANDE 101,19/08/1975,SITIO GRANDE,FLUYENTE,,,302.312,304.2811
