TERMINACION,FECHA,CAMPO,TIPO DE REGISTRO,CERRADO(YAC),CERRADO(POZO),FLUYENDO(YAC),FLUYENDO(POZO)
SITIO GRANDE 8,12/12/1973,SITIO GRANDE,CERRADO,368.28,371.98,,
SITIO GRANDE 8,31/12/1973,SITIO GRANDE,CERRADO,372.58,376.28,,
SITIO GRANDE 8,30/01/1974,SITIO GRANDE,CERRADO,412.48,416.6425,,
SITIO GRANDE 8,03/02/1974,SITIO GRANDE,FLUYENTE,,,196.08,196.3575
SITIO GRANDE 8,27/12/1974,SITIO GRANDE,CERRADO,438.48,450.3625,,
SITIO GRANDE 8,09/03/1975,SITIO GRANDE,CERRADO,437.28,449.89,,
SITIO GRANDE 8,05/04/1975,SITIO GRANDE,CERRADO,435.88,446.7925,,
SITIO GRANDE 8,30/06/1975,SITIO GRANDE,CERRADO,432.58,444.4625,,
SITIO GRANDE 8,31/08/1975,SITIO GRANDE,CERRADO,430.08,445.3575,,
SITIO GRANDE 8,15/12/1975,SITIO GRANDE,CERRADO,429.48,444.515,,
SITIO GRANDE 8,02/05/1976,SITIO GRANDE,CERRADO,431.16,427.595,,
SITIO GRANDE 8,14/03/1978,SITIO GRANDE,CERRADO,403.06,399.495,,
SITIO GRANDE 8,27/07/1978,SITIO GRANDE,CERRADO,397.26,393.385,,
SITIO GRANDE 8,29/10/1978,SITIO GRANDE,CERRADO,394.86,390.52,,
SITIO GRANDE 8,03/02/1979,SITIO GRANDE,CERRADO,388.28,390.201,,
SITIO GRANDE 8,09/05/1979,SITIO GRANDE,CERRADO,388.48,390.775,,
SITIO GRANDE 8,21/11/1979,SITIO GRANDE,CERRADO,388.08,390.3325,,
SITIO GRANDE 8,28/05/1980,SITIO GRANDE,CERRADO,384.78,386.99,,
SITIO GRANDE 8,27/01/1981,SITIO GRANDE,CERRADO,360.48,375.69,,
SITIO GRANDE 8,23/05/1981,SITIO GRANDE,CERRADO,375.08,377.29,,
SITIO GRANDE 8,15/08/1981,SITIO GRANDE,CERRADO,361.38,377.4775,,
SITIO GRANDE 8,16/09/1981,SITIO GRANDE,CERRADO,377.58,379.62,,
SITIO GRANDE 51D,02/02/1982,SITIO GRANDE,CERRADO,538.1,534.25,,
SITIO GRANDE 51D,06/04/1984,SITIO GRANDE,CERRADO,507.428,507.4495,,
SITIO GRANDE 51D,06/05/1984,SITIO GRANDE,CERRADO,470.128,470.149,,
SITIO GRANDE 51D,04/08/1984,SITIO GRANDE,CERRADO,418.128,418.148,,
SITIO GRANDE 51D,08/11/1984,SITIO GRANDE,CERRADO,390.228,390.248,,
SITIO GRANDE 51D,16/01/1985,SITIO GRANDE,CERRADO,375.428,375.4465,,
SITIO GRANDE 51D,10/03/1985,SITIO GRANDE,CERRADO,370.04,371.1675,,
SITIO GRANDE 51D,12/05/1985,SITIO GRANDE,CERRADO,361.672,361.654,,
SITIO GRANDE 51D,12/07/1985,SITIO GRANDE,CERRADO,354.428,354.4465,,
SITIO GRANDE 51D,26/09/1985,SITIO GRANDE,SIN REGISTRO,,,,
SITIO GRANDE 51D,27/09/1985,SITIO GRANDE,CERRADO,487.028,487.04845,,
SITIO GRANDE 51D,18/10/1986,SITIO GRANDE,CERRADO,517.128,517.1484,,
SITIO GRANDE 51D,07/02/1987,SITIO GRANDE,CERRADO,522.72,518.946,,
SITIO GRANDE 51D,10/06/1987,SITIO GRANDE,CERRADO,519.128,519.14835,,
SITIO GRANDE 51D,08/10/1987,SITIO GRANDE,CERRADO,538.228,538.2484,,
SITIO GRANDE 51D,21/02/1988,SITIO GRANDE,CERRADO,533.928,533.946,,
SITIO GRANDE 51D,04/06/1988,SITIO GRANDE,CERRADO,508.328,508.3411,,
SITIO GRANDE 51D,22/04/1989,SITIO GRANDE,CERRADO,489.828,489.84995,,
SITIO GRANDE 51D,21/03/1990,SITIO GRANDE,CERRADO,524.328,524.3485,,
SITIO GRANDE 51D,13/02/1991,SITIO GRANDE,CERRADO,434.828,434.855,,
SITIO GRANDE 51D,01/04/1992,SITIO GRANDE,CERRADO,526.728,526.7503,,
SITIO GRANDE 51D,17/07/1992,SITIO GRANDE,CERRADO,524.004,521.46275,,
SITIO GRANDE 51D,07/01/1993,SITIO GRANDE,CERRADO,532.304,529.6825,,
SITIO GRANDE 51D,10/03/1993,SITIO GRANDE,CERRADO,385.374,382.08375,,
SITIO GRANDE 51D,27/01/1994,SITIO GRANDE,CERRADO,400.584,397.7699,,
SITIO GRANDE 51D,28/01/1995,SITIO GRANDE,CERRADO,485.248,485.2712,,
SITIO GRANDE 51D,07/06/1995,SITIO GRANDE,CERRADO,525.088,525.11485,,
SITIO GRANDE 51D,07/07/1995,SITIO GRANDE,CERRADO,523.598,523.6207,,
SITIO GRANDE 51D,10/08/1995,SITIO GRANDE,CERRADO,518.748,518.76995,,
SITIO GRANDE 51D,10/09/1996,SITIO GRANDE,CERRADO,425.958,425.97935,,
SITIO GRANDE 51D,19/03/1996,SITIO GRANDE,CERRADO,545.108,545.1309,,
SITIO GRANDE 51D,15/05/1996,SITIO GRANDE,CERRADO,548.048,548.0734,,
SITIO GRANDE 51D,20/05/1996,SITIO GRANDE,CERRADO,525.268,525.29545,,
SITIO GRANDE 51D,07/06/1996,SITIO GRANDE,CERRADO,516.558,516.57905,,
SITIO GRANDE 51D,10/09/1996,SITIO GRANDE,CERRADO,425.958,425.97935,,
SITIO GRANDE 51D,18/09/1997,SITIO GRANDE,CERRADO,363.888,363.91105,,
SITIO GRANDE 51D,14/10/2007,SITIO GRANDE,CERRADO,421.938,421.95885,,
SITIO GRANDE 53,28/02/1982,SITIO GRANDE,CERRADO,447.816,445.55,,
SITIO GRANDE 53,15/07/1982,SITIO GRANDE,CERRADO,401.676,398.75,,
SITIO GRANDE 53,13/09/1983,SITIO GRANDE,CERRADO,334.976,333.15,,
SITIO GRANDE 53,06/04/1984,SITIO GRANDE,CERRADO,370.248,370.05,,
SITIO GRANDE 53,05/05/1984,SITIO GRANDE,CERRADO,364.948,364.7635,,
SITIO GRANDE 53,05/11/1984,SITIO GRANDE,CERRADO,345.348,345.168,,
SITIO GRANDE 53,15/01/1985,SITIO GRANDE,CERRADO,340.348,340.168,,
SITIO GRANDE 53,15/03/1985,SITIO GRANDE,CERRADO,340.048,339.8635,,
SITIO GRANDE 53,10/05/1985,SITIO GRANDE,CERRADO,334.648,334.468,,
SITIO GRANDE 53,13/07/1985,SITIO GRANDE,CERRADO,333.148,332.959,,
SITIO GRANDE 53,01/10/1985,SITIO GRANDE,CERRADO,395.248,395.0545,,
SITIO GRANDE 53,26/10/1985,SITIO GRANDE,CERRADO,387.848,387.6383,,
SITIO GRANDE 53,12/06/1986,SITIO GRANDE,CERRADO,389.248,389.06395,,
SITIO GRANDE 53,21/10/1986,SITIO GRANDE,CERRADO,389.248,389.077,,
SITIO GRANDE 53,10/02/1987,SITIO GRANDE,CERRADO,392.148,391.9383,,
SITIO GRANDE 53,11/06/1987,SITIO GRANDE,CERRADO,405.588,403.8658,,
SITIO GRANDE 53,10/08/1987,SITIO GRANDE,CERRADO,382.456,406.53905,,
SITIO GRANDE 53,23/02/1988,SITIO GRANDE,CERRADO,410.788,409.208,,
SITIO GRANDE 53,07/06/1988,SITIO GRANDE,CERRADO,403.788,402.42525,,
SITIO GRANDE 53,23/06/1989,SITIO GRANDE,CERRADO,431.688,430.187,,
SITIO GRANDE 53,13/11/1991,SITIO GRANDE,CERRADO,444.788,443.42525,,
SITIO GRANDE 53,15/01/1992,SITIO GRANDE,CERRADO,448.988,447.329,,
SITIO GRANDE 53,03/04/1992,SITIO GRANDE,CERRADO,452.616,450.0616,,
SITIO GRANDE 53,18/07/1992,SITIO GRANDE,CERRADO,443.188,440.9997,,
SITIO GRANDE 53,11/03/1993,SITIO GRANDE,CERRADO,419.098,417.73525,,
SITIO GRANDE 53,02/07/1993,SITIO GRANDE,CERRADO,414.398,412.6916,,
SITIO GRANDE 53,19/07/1994,SITIO GRANDE,CERRADO,424.758,422.97655,,
SITIO GRANDE 53,26/10/1994,SITIO GRANDE,CERRADO,416.398,414.5336,,
SITIO GRANDE 53,18/01/1995,SITIO GRANDE,CERRADO,403.098,401.30865,,
SITIO GRANDE 53,27/04/1995,SITIO GRANDE,CERRADO,412.518,410.6852,,
SITIO GRANDE 53,12/07/1995,SITIO GRANDE,CERRADO,418.268,416.72355,,
SITIO GRANDE 53,21/03/1996,SITIO GRANDE,CERRADO,450.578,448.7136,,
SITIO GRANDE 53,22/06/1996,SITIO GRANDE,CERRADO,412.738,410.7867,,
SITIO GRANDE 53,03/08/2003,SITIO GRANDE,CERRADO,381.418,378.01885,,
SITIO GRANDE 53,27/04/2011,SITIO GRANDE,CERRADO,429.844,431.8262,,
SITIO GRANDE 53,24/02/2013,SITIO GRANDE,CERRADO,415.382,432.8262,,
SITIO GRANDE 53,17/03/2014,SITIO GRANDE,CERRADO,410.014,433.8262,,
SITIO GRANDE 61,30/07/1974,SITIO GRANDE,CERRADO,367.6,369.025,,
SITIO GRANDE 61,24/12/1974,SITIO GRANDE,CERRADO,331.5,333.875,,
SITIO GRANDE 61,13/04/1975,SITIO GRANDE,CERRADO,318.9,321.75,,
SITIO GRANDE 61,20/08/1975,SITIO GRANDE,CERRADO,312.1,317.8,,
SITIO GRANDE 61,13/12/1975,SITIO GRANDE,CERRADO,312.1,317.8,,
SITIO GRANDE 61,12/04/1976,SITIO GRANDE,CERRADO,311.2,315,,
SITIO GRANDE 61,09/08/1976,SITIO GRANDE,CERRADO,314.8,314.8,,
SITIO GRANDE 61,09/12/1976,SITIO GRANDE,CERRADO,310.2,310.2,,
SITIO GRANDE 61,31/01/1977,SITIO GRANDE,CERRADO,312.4,312.4,,
SITIO GRANDE 61,27/02/1978,SITIO GRANDE,CERRADO,304.12,307.68,,
SITIO GRANDE 61,09/12/1978,SITIO GRANDE,CERRADO,294.516,296.36,,
SITIO GRANDE 61,10/11/1982,SITIO GRANDE,CERRADO,321,341.475,,
SITIO GRANDE 61D,26/04/1986,SITIO GRANDE,CERRADO,272.42,269.8455,,
SITIO GRANDE 61D,22/04/1988,SITIO GRANDE,FLUYENTE,,,158.62,158.5915
SITIO GRANDE 61D,22/04/1989,SITIO GRANDE,CERRADO,276.8,282.2,,
SITIO GRANDE 61D,21/01/1990,SITIO GRANDE,CERRADO,295.8,293.8,,
SITIO GRANDE 61D,22/05/1991,SITIO GRANDE,CERRADO,303.7,300.75,,
SITIO GRANDE 61D,22/11/1991,SITIO GRANDE,CERRADO,306,302.8125,,
SITIO GRANDE 61D,08/02/1992,SITIO GRANDE,CERRADO,309.2,306.725,,
SITIO GRANDE 61D,08/03/1992,SITIO GRANDE,CERRADO,298.8,296.0375,,
SITIO GRANDE 61D,09/05/1992,SITIO GRANDE,CERRADO,304.2,300.4875,,
SITIO GRANDE 61D,11/06/1992,SITIO GRANDE,CERRADO,304.6,304.0575,,
SITIO GRANDE 61D,25/08/1992,SITIO GRANDE,CERRADO,306.9,308.105,,
SITIO GRANDE 61D,23/11/1992,SITIO GRANDE,CERRADO,306.1,307.2,,
SITIO GRANDE 61D,16/12/1992,SITIO GRANDE,CERRADO,306.5,307.6325,,
SITIO GRANDE 61D,11/03/1993,SITIO GRANDE,CERRADO,298.86,300.0825,,
SITIO GRANDE 61D,25/08/1993,SITIO GRANDE,CERRADO,304.92,306.5225,,
SITIO GRANDE 61D,06/09/1993,SITIO GRANDE,CERRADO,309.01,310.4575,,
SITIO GRANDE 61D,26/10/1993,SITIO GRANDE,CERRADO,303.99,305.515,,
SITIO GRANDE 61D,19/11/1993,SITIO GRANDE,CERRADO,300.39,301.1205,,
SITIO GRANDE 61D,17/12/1993,SITIO GRANDE,CERRADO,299.72,300.7975,,
SITIO GRANDE 61D,28/01/1994,SITIO GRANDE,CERRADO,304.21,305.7725,,
SITIO GRANDE 61D,14/05/1994,SITIO GRANDE,CERRADO,299.11,300.205,,
SITIO GRANDE 61D,19/07/1994,SITIO GRANDE,CERRADO,304.26,305.3275,,
SITIO GRANDE 61D,29/09/1994,SITIO GRANDE,CERRADO,301.46,302.4975,,
SITIO GRANDE 61D,11/11/1994,SITIO GRANDE,CERRADO,304.69,305.3815,,
SITIO GRANDE 61D,12/01/1995,SITIO GRANDE,CERRADO,311.28,311.5695,,
SITIO GRANDE 61D,22/04/1995,SITIO GRANDE,CERRADO,308.93,309.662,,
SITIO GRANDE 61D,29/05/1995,SITIO GRANDE,CERRADO,305.77,305.77,,
SITIO GRANDE 61D,10/06/1995,SITIO GRANDE,FLUYENTE,,,209.96,211.45
SITIO GRANDE 61D,08/08/1995,SITIO GRANDE,CERRADO,304.918,305.2756,,
SITIO GRANDE 61D,29/05/1995,SITIO GRANDE,CERRADO,305.77,305.77,,
SITIO GRANDE 61D,16/02/1996,SITIO GRANDE,CERRADO,311.5,311.976,,
SITIO GRANDE 61D,15/03/1996,SITIO GRANDE,CERRADO,311.25,311.648,,
SITIO GRANDE 61D,05/04/1996,SITIO GRANDE,CERRADO,314.32,314.811,,
SITIO GRANDE 61D,04/05/1996,SITIO GRANDE,CERRADO,318.94,318.94,,
SITIO GRANDE 61D,17/06/1996,SITIO GRANDE,CERRADO,317.59,317.59,,
SITIO GRANDE 61D,23/08/1996,SITIO GRANDE,FLUYENTE,,,281.08,281.08
SITIO GRANDE 61D,09/09/1996,SITIO GRANDE,CERRADO,305.87,306.602,,
SITIO GRANDE 61D,07/10/1996,SITIO GRANDE,CERRADO,306.82,307.555,,
SITIO GRANDE 61D,18/11/1996,SITIO GRANDE,CERRADO,307.37,307.917,,
SITIO GRANDE 61D,05/12/1996,SITIO GRANDE,CERRADO,305.34,305.879,,
SITIO GRANDE 61D,06/02/1997,SITIO GRANDE,CERRADO,306.83,307.359,,
SITIO GRANDE 61D,09/11/2001,SITIO GRANDE,CERRADO,313.98,315.3575,,
SITIO GRANDE 61D,07/01/2002,SITIO GRANDE,CERRADO,229.98,230.935,,
SITIO GRANDE 61D,04/03/2002,SITIO GRANDE,FLUYENTE,,,83.14,79.3275
SITIO GRANDE 61D,23/09/2002,SITIO GRANDE,SIN REGISTRO,,,,
SITIO GRANDE 61D,02/10/2002,SITIO GRANDE,FLUYENTE,,,127.92,124.895
SITIO GRANDE 61D,05/01/2003,SITIO GRANDE,CERRADO,311.41,312.5275,,
SITIO GRANDE 61D,14/05/2003,SITIO GRANDE,FLUYENTE,,,56.7,52.2
SITIO GRANDE 61D,13/11/2003,SITIO GRANDE,FLUYENTE,,,89.79,71.1025
SITIO GRANDE 61D,20/03/2004,SITIO GRANDE,FLUYENTE,,,160.03,187.405
SITIO GRANDE 61D,14/06/2006,SITIO GRANDE,CERRADO,305.21,331.9625,,
SITIO GRANDE 61D,26/09/2006,SITIO GRANDE,CERRADO,330.36,332.358,,
SITIO GRANDE 61D,01/06/2007,SITIO GRANDE,CERRADO,330.23,332.21,,
SITIO GRANDE 61D,15/05/2008,SITIO GRANDE,CERRADO,325.11,327.0855,,
SITIO GRANDE 61D,14/02/2009,SITIO GRANDE,CERRADO,326.75,328.946,,
SITIO GRANDE 61D,29/12/2009,SITIO GRANDE,CERRADO,329.12,331.145,,
SITIO GRANDE 63,29/09/1974,SITIO GRANDE,CERRADO,388.744,388.7,,
SITIO GRANDE 63,10/12/1974,SITIO GRANDE,CERRADO,285.416,286.157,,
SITIO GRANDE 63,29/12/1974,SITIO GRANDE,CERRADO,287.716,286.1105,,
SITIO GRANDE 63,02/04/1974,SITIO GRANDE,CERRADO,324.716,324.963,,
SITIO GRANDE 63,06/07/1975,SITIO GRANDE,CERRADO,327.316,326.822,,
SITIO GRANDE 63,31/08/1975,SITIO GRANDE,CERRADO,328.516,329.751,,
SITIO GRANDE 63,01/10/1975,SITIO GRANDE,CERRADO,326.016,325.8925,,
SITIO GRANDE 63,27/11/1975,SITIO GRANDE,CERRADO,323.516,324.01,,
SITIO GRANDE 63,09/04/1976,SITIO GRANDE,CERRADO,299.916,299.9055,,
SITIO GRANDE 63,01/08/1976,SITIO GRANDE,CERRADO,325.672,325.674,,
SITIO GRANDE 63,13/12/1976,SITIO GRANDE,CERRADO,333.46,338.74,,
SITIO GRANDE 63,15/01/1977,SITIO GRANDE,CERRADO,330.56,334.3,,
SITIO GRANDE 63,11/04/1978,SITIO GRANDE,CERRADO,336.104,346.4,,
SITIO GRANDE 63,15/03/1982,SITIO GRANDE,CERRADO,373.096,366.1,,
SITIO GRANDE 63,09/04/1984,SITIO GRANDE,CERRADO,342.636,341.876,,
SITIO GRANDE 63,07/05/1984,SITIO GRANDE,CERRADO,291.536,307.232,,
SITIO GRANDE 63,11/05/1984,SITIO GRANDE,CERRADO,291.436,306.151,,
SITIO GRANDE 63,02/06/1984,SITIO GRANDE,CERRADO,285.436,327.619,,
SITIO GRANDE 63,03/07/1984,SITIO GRANDE,CERRADO,323.536,322.757,,
SITIO GRANDE 63,04/08/1984,SITIO GRANDE,CERRADO,321.436,320.695,,
SITIO GRANDE 63,05/11/1984,SITIO GRANDE,CERRADO,315.516,313.878,,
SITIO GRANDE 63,17/01/1985,SITIO GRANDE,CERRADO,296.136,297.8917,,
SITIO GRANDE 63,16/03/1985,SITIO GRANDE,CERRADO,313.036,313.563,,
SITIO GRANDE 63,12/05/1985,SITIO GRANDE,CERRADO,310.892,310.416,,
SITIO GRANDE 63,16/07/1985,SITIO GRANDE,CERRADO,311.236,311.065,,
SITIO GRANDE 63,03/10/1985,SITIO GRANDE,CERRADO,385.376,384.129,,
SITIO GRANDE 63,27/10/1985,SITIO GRANDE,CERRADO,374.576,373.474,,
SITIO GRANDE 63,28/02/1986,SITIO GRANDE,CERRADO,367.096,373.8522,,
SITIO GRANDE 63,16/06/1986,SITIO GRANDE,CERRADO,369.076,367.8087,,
SITIO GRANDE 63,10/10/1986,SITIO GRANDE,CERRADO,425.976,473.9434,,
SITIO GRANDE 63,15/02/1987,SITIO GRANDE,CERRADO,353.636,371.3906,,
SITIO GRANDE 63,13/06/1987,SITIO GRANDE,CERRADO,403.256,403.3024,,
SITIO GRANDE 63,14/08/1987,SITIO GRANDE,CERRADO,329.436,388.3679,,
SITIO GRANDE 63,24/02/1988,SITIO GRANDE,CERRADO,419.936,419.214,,
SITIO GRANDE 63,05/06/1988,SITIO GRANDE,CERRADO,398.256,395.855,,
SITIO GRANDE 63,25/06/1989,SITIO GRANDE,CERRADO,411.956,409.849,,
SITIO GRANDE 63,05/10/1990,SITIO GRANDE,CERRADO,400.996,426.9508,,
SITIO GRANDE 63,14/02/1991,SITIO GRANDE,CERRADO,395.516,418,,
SITIO GRANDE 63,14/11/1991,SITIO GRANDE,CERRADO,399.156,399.1971,,
SITIO GRANDE 63,18/01/1992,SITIO GRANDE,CERRADO,407.956,408.0031,,
SITIO GRANDE 63,03/04/1992,SITIO GRANDE,CERRADO,402.356,402.4058,,
SITIO GRANDE 63,18/07/1992,SITIO GRANDE,CERRADO,403.956,404.0018,,
SITIO GRANDE 63,15/10/1992,SITIO GRANDE,CERRADO,378.456,378.5009,,
SITIO GRANDE 63,07/01/1993,SITIO GRANDE,CERRADO,396.356,396.4056,,
SITIO GRANDE 63,10/03/1993,SITIO GRANDE,CERRADO,338.486,338.5294,,
SITIO GRANDE 63,05/07/1993,SITIO GRANDE,CERRADO,361.086,361.1325,,
SITIO GRANDE 63,14/09/1993,SITIO GRANDE,CERRADO,341.086,341.1328,,
SITIO GRANDE 63,28/01/1994,SITIO GRANDE,CERRADO,332.266,332.3132,,
SITIO GRANDE 63,26/07/1994,SITIO GRANDE,CERRADO,404.246,404.2997,,
SITIO GRANDE 63,10/11/1994,SITIO GRANDE,CERRADO,389.486,389.538,,
SITIO GRANDE 63,24/01/1995,SITIO GRANDE,CERRADO,378.846,378.8977,,
SITIO GRANDE 63,05/05/1995,SITIO GRANDE,CERRADO,380.246,380.2887,,
SITIO GRANDE 63,13/07/1995,SITIO GRANDE,CERRADO,391.656,391.7098,,
SITIO GRANDE 63,04/03/1997,SITIO GRANDE,CERRADO,375.516,375.5602,,
SITIO GRANDE 63,15/10/1997,SITIO GRANDE,CERRADO,363.186,363.2324,,
SITIO GRANDE 63,15/01/1998,SITIO GRANDE,CERRADO,353.336,353.3911,,
SITIO GRANDE 63,28/03/1998,SITIO GRANDE,CERRADO,344.806,344.8555,,
SITIO GRANDE 63,22/04/1998,SITIO GRANDE,CERRADO,342.916,342.955,,
SITIO GRANDE 63,26/05/1998,SITIO GRANDE,CERRADO,374.676,374.7202,,
SITIO GRANDE 63,15/07/1999,SITIO GRANDE,CERRADO,399.006,399.0415,,
SITIO GRANDE 63,17/11/1999,SITIO GRANDE,CERRADO,397.176,397.2275,,
SITIO GRANDE 63,07/03/2000,SITIO GRANDE,CERRADO,388.566,388.6163,,
SITIO GRANDE 63,19/07/2002,SITIO GRANDE,CERRADO,377.086,377.1302,,
SITIO GRANDE 63,13/02/2003,SITIO GRANDE,CERRADO,351.076,349.7797,,
SITIO GRANDE 63,08/05/2004,SITIO GRANDE,CERRADO,406.076,405.1849,,
SITIO GRANDE 70,06/03/1974,SITIO GRANDE,FLUYENTE,,,329.488,334.714
SITIO GRANDE 70,10/04/1974,SITIO GRANDE,FLUYENTE,,,309.588,312.24455
SITIO GRANDE 70,06/05/1974,SITIO GRANDE,FLUYENTE,,,320.288,323.5978
SITIO GRANDE 70,19/05/1974,SITIO GRANDE,FLUYENTE,,,314.188,318.15105
SITIO GRANDE 70,09/07/1974,SITIO GRANDE,FLUYENTE,,,306.088,309.78975
SITIO GRANDE 70,02/12/1974,SITIO GRANDE,FLUYENTE,,,304.988,305.98965
SITIO GRANDE 70,06/04/1974,SITIO GRANDE,FLUYENTE,,,327.244,328.117
SITIO GRANDE 70,12/12/1974,SITIO GRANDE,CERRADO,329.028,329.028,,
SITIO GRANDE 70,11/12/1974,SITIO GRANDE,FLUYENTE,,,200.728,200.7259
SITIO GRANDE 70,08/04/1975,SITIO GRANDE,CERRADO,314.948,315.512,,
SITIO GRANDE 70,20/11/1975,SITIO GRANDE,FLUYENTE,,,283.928,283.927
SITIO GRANDE 70,08/12/1975,SITIO GRANDE,CERRADO,299.428,299.4275,,
SITIO GRANDE 70,22/03/1976,SITIO GRANDE,CERRADO,307.928,307.929,,
SITIO GRANDE 70,14/04/1976,SITIO GRANDE,CERRADO,304.028,304.0295,,
SITIO GRANDE 70,30/07/1976,SITIO GRANDE,CERRADO,310.928,310.93,,
SITIO GRANDE 70,19/02/1977,SITIO GRANDE,CERRADO,305.728,305.7315,,
SITIO GRANDE 70,18/02/1977,SITIO GRANDE,FLUYENTE,,,291.128,291.12965
SITIO GRANDE 70,06/03/1978,SITIO GRANDE,FLUYENTE,,,270.628,270.6365
SITIO GRANDE 70,05/03/1978,SITIO GRANDE,CERRADO,296.628,296.631,,
SITIO GRANDE 70,28/06/1977,SITIO GRANDE,FLUYENTE,,,277.028,277.02885
SITIO GRANDE 70,05/07/1990,SITIO GRANDE,CERRADO,277.4,277.4,,
SITIO GRANDE 70,14/08/1990,SITIO GRANDE,FLUYENTE,,,160.6,159.43
SITIO GRANDE 70,14/12/1990,SITIO GRANDE,FLUYENTE,,,147.6,146.98
SITIO GRANDE 70,27/05/1991,SITIO GRANDE,FLUYENTE,,,163.4,163.8
SITIO GRANDE 70,20/02/1992,SITIO GRANDE,CERRADO,296.5,296.5,,
SITIO GRANDE 70,25/02/1992,SITIO GRANDE,CERRADO,291.4,295.85,,
SITIO GRANDE 70,07/04/1992,SITIO GRANDE,CERRADO,296.6,296.6,,
SITIO GRANDE 70,11/05/1992,SITIO GRANDE,CERRADO,291.1,296.48,,
SITIO GRANDE 70,11/06/1992,SITIO GRANDE,CERRADO,294.9,294.9,,
SITIO GRANDE 70,25/08/1992,SITIO GRANDE,CERRADO,294.1,294.1,,
SITIO GRANDE 70,15/09/1992,SITIO GRANDE,CERRADO,294.6,294.6,,
SITIO GRANDE 70,04/04/1992,SITIO GRANDE,CERRADO,296.6,296.6,,
SITIO GRANDE 70,04/11/1992,SITIO GRANDE,CERRADO,295.816,295.228,,
SITIO GRANDE 70,18/11/1992,SITIO GRANDE,FLUYENTE,,,173.536,172.5586
SITIO GRANDE 70,10/01/1993,SITIO GRANDE,CERRADO,299.316,298.6314,,
SITIO GRANDE 70,11/03/1993,SITIO GRANDE,FLUYENTE,,,290.916,294.9494
SITIO GRANDE 70,15/05/1993,SITIO GRANDE,CERRADO,296.686,295.8684,,
SITIO GRANDE 70,24/07/1993,SITIO GRANDE,CERRADO,301.856,301.205,,
SITIO GRANDE 70,14/09/1993,SITIO GRANDE,CERRADO,308.416,307.793,,
SITIO GRANDE 70,18/10/1993,SITIO GRANDE,CERRADO,298.466,297.773,,
SITIO GRANDE 70,20/11/1993,SITIO GRANDE,CERRADO,298.426,297.7386,,
SITIO GRANDE 70,21/12/1993,SITIO GRANDE,CERRADO,298.526,297.8652,,
SITIO GRANDE 70,29/01/1994,SITIO GRANDE,FLUYENTE,,,214.286,216.1694
SITIO GRANDE 70,18/04/1994,SITIO GRANDE,FLUYENTE,,,293.226,296.8982
SITIO GRANDE 70,15/05/1994,SITIO GRANDE,CERRADO,288.636,292.7038,,
SITIO GRANDE 70,21/06/1994,SITIO GRANDE,CERRADO,295.316,294.5642,,
SITIO GRANDE 70,20/07/1994,SITIO GRANDE,CERRADO,296.556,295.8238,,
SITIO GRANDE 70,12/09/1994,SITIO GRANDE,CERRADO,297.196,296.5716,,
SITIO GRANDE 70,12/11/1994,SITIO GRANDE,CERRADO,300.076,299.3718,,
SITIO GRANDE 70,11/01/1995,SITIO GRANDE,CERRADO,301.326,300.6232,,
SITIO GRANDE 70,01/05/1995,SITIO GRANDE,CERRADO,299.666,299.0052,,
SITIO GRANDE 70,08/06/1995,SITIO GRANDE,FLUYENTE,,,279.096,282.7424
SITIO GRANDE 70,05/08/1995,SITIO GRANDE,CERRADO,294.996,298.8316,,
SITIO GRANDE 70,23/12/1995,SITIO GRANDE,CERRADO,300.456,299.8386,,
SITIO GRANDE 70,04/01/1996,SITIO GRANDE,CERRADO,303.746,303.1314,,
SITIO GRANDE 70,29/04/1996,SITIO GRANDE,CERRADO,309.746,309.025,,
SITIO GRANDE 70,08/05/1996,SITIO GRANDE,CERRADO,302.126,301.4624,,
SITIO GRANDE 70,20/06/1996,SITIO GRANDE,CERRADO,306.056,305.3868,,
SITIO GRANDE 70,24/07/1996,SITIO GRANDE,CERRADO,302.876,302.1886,,
SITIO GRANDE 70,07/08/1996,SITIO GRANDE,CERRADO,313.726,312.8552,,
SITIO GRANDE 70,10/09/1996,SITIO GRANDE,CERRADO,301.396,300.7856,,
SITIO GRANDE 70,03/10/1996,SITIO GRANDE,CERRADO,295.83,295.5995,,
SITIO GRANDE 70,05/11/1996,SITIO GRANDE,CERRADO,300.858,300.1593,,
SITIO GRANDE 70,06/12/1996,SITIO GRANDE,CERRADO,304.056,303.4148,,
SITIO GRANDE 70,08/01/1997,SITIO GRANDE,CERRADO,301.046,300.4006,,
SITIO GRANDE 70,06/02/1997,SITIO GRANDE,CERRADO,301.386,300.6944,,
SITIO GRANDE 70,03/03/1997,SITIO GRANDE,FLUYENTE,,,306.986,306.2552
SITIO GRANDE 70,01/04/1997,SITIO GRANDE,CERRADO,299.016,298.379,,
SITIO GRANDE 70,09/05/1997,SITIO GRANDE,CERRADO,299.964,299.9128,,
SITIO GRANDE 70,03/06/1997,SITIO GRANDE,CERRADO,292.274,292.2239,,
SITIO GRANDE 70,12/07/1997,SITIO GRANDE,CERRADO,299.444,299.3997,,
SITIO GRANDE 70,11/09/1997,SITIO GRANDE,CERRADO,299.344,299.2964,,
SITIO GRANDE 70,06/10/1997,SITIO GRANDE,CERRADO,297.444,297.3985,,
